------- Teste Iniciado -------
Tempo de Análise: 00:00:00.0000208
1073,(-18.61, 1.08, -5.40),(-17.14, 1.53, 0.76),00:00:00.0000149
1075,(-18.65, 1.08, -5.44),(-17.23, 1.53, 0.92),00:00:00.0000141
1076,(-18.69, 1.08, -5.48),(-17.28, 1.54, 1.00),00:00:00.0000242
1077,(-18.74, 1.08, -5.52),(-17.32, 1.54, 1.09),00:00:00.0000155
1079,(-18.78, 1.08, -5.56),(-17.42, 1.56, 1.25),00:00:00.0000143
1080,(-18.83, 1.08, -5.61),(-17.47, 1.56, 1.34),00:00:00.0000141
1082,(-18.88, 1.08, -5.66),(-17.58, 1.55, 1.52),00:00:00.0000195
1084,(-18.93, 1.08, -5.71),(-17.69, 1.54, 1.70),00:00:00.0000156
1085,(-18.98, 1.08, -5.76),(-17.75, 1.53, 1.78),00:00:00.0000178
1086,(-19.02, 1.08, -5.80),(-17.82, 1.52, 1.87),00:00:00.0000247
1087,(-19.05, 1.08, -5.84),(-17.90, 1.51, 1.96),00:00:00.0000203
1089,(-19.09, 1.08, -5.88),(-18.07, 1.51, 2.14),00:00:00.0000141
1090,(-19.13, 1.08, -5.92),(-18.17, 1.51, 2.23),00:00:00.0000324
1091,(-19.17, 1.08, -5.96),(-18.27, 1.51, 2.31),00:00:00.0000250
1092,(-19.20, 1.08, -5.99),(-18.37, 1.52, 2.40),00:00:00.0000142
1093,(-19.23, 1.08, -6.03),(-18.47, 1.52, 2.48),00:00:00.0000143
1094,(-19.27, 1.08, -6.07),(-18.56, 1.52, 2.56),00:00:00.0000211
1096,(-19.31, 1.08, -6.10),(-18.74, 1.52, 2.71),00:00:00.0000154
1097,(-19.36, 1.08, -6.14),(-18.82, 1.51, 2.80),00:00:00.0000145
1098,(-19.51, 1.08, -6.12),(-18.90, 1.51, 2.88),00:00:00.0000163
1100,(-19.62, 1.08, -6.12),(-19.03, 1.51, 3.05),00:00:00.0000204
------- Teste Finalizado -------
------- Teste Iniciado -------
Tempo de Análise: 00:00:00.0000205
966,(-15.51, 1.65, -5.26),(-15.51, 1.65, -5.26),00:00:00.0000205
967,(-15.51, 1.65, -5.26),(-15.50, 1.64, -5.26),00:00:00.0000194
968,(-15.59, 1.31, -5.31),(-15.50, 1.63, -5.26),00:00:00.0000139
969,(-15.65, 1.19, -5.34),(-15.49, 1.61, -5.26),00:00:00.0000422
971,(-15.68, 1.08, -5.34),(-15.48, 1.58, -5.25),00:00:00.0000133
973,(-15.73, 1.08, -5.32),(-15.46, 1.54, -5.24),00:00:00.0000331
975,(-15.80, 1.08, -5.27),(-15.44, 1.50, -5.22),00:00:00.0000136
976,(-15.86, 1.08, -5.22),(-15.43, 1.49, -5.20),00:00:00.0000133
978,(-15.91, 1.08, -5.17),(-15.39, 1.49, -5.15),00:00:00.0000367
980,(-15.97, 1.08, -5.12),(-15.36, 1.50, -5.09),00:00:00.0000146
982,(-16.04, 1.08, -5.05),(-15.32, 1.52, -5.02),00:00:00.0000140
984,(-16.09, 1.08, -5.00),(-15.28, 1.54, -4.95),00:00:00.0000178
985,(-16.14, 1.08, -4.95),(-15.26, 1.56, -4.91),00:00:00.0000146
987,(-16.18, 1.08, -4.90),(-15.22, 1.58, -4.85),00:00:00.0000146
988,(-16.22, 1.08, -4.85),(-15.20, 1.58, -4.83),00:00:00.0000136
990,(-16.26, 1.08, -4.79),(-15.16, 1.58, -4.78),00:00:00.0000154
991,(-16.29, 1.08, -4.73),(-15.14, 1.58, -4.76),00:00:00.0000307
993,(-16.33, 1.08, -4.67),(-15.10, 1.56, -4.71),00:00:00.0000313
994,(-16.37, 1.08, -4.62),(-15.08, 1.55, -4.68),00:00:00.0000140
996,(-16.41, 1.08, -4.56),(-15.05, 1.52, -4.62),00:00:00.0000139
997,(-16.45, 1.08, -4.51),(-15.04, 1.51, -4.58),00:00:00.0000143
999,(-16.49, 1.08, -4.45),(-15.02, 1.48, -4.49),00:00:00.0000306
1001,(-16.55, 1.08, -4.40),(-15.02, 1.47, -4.38),00:00:00.0000158
1003,(-16.62, 1.08, -4.34),(-15.03, 1.47, -4.26),00:00:00.0000143
1005,(-16.70, 1.08, -4.29),(-15.04, 1.48, -4.13),00:00:00.0000183
1007,(-16.77, 1.08, -4.27),(-15.06, 1.50, -4.00),00:00:00.0000323
1008,(-16.84, 1.08, -4.25),(-15.07, 1.50, -3.94),00:00:00.0000192
1010,(-16.92, 1.08, -4.24),(-15.08, 1.50, -3.82),00:00:00.0000133
1011,(-16.98, 1.08, -4.23),(-15.09, 1.50, -3.76),00:00:00.0000320
1013,(-17.04, 1.08, -4.23),(-15.10, 1.50, -3.64),00:00:00.0000298
1014,(-17.11, 1.08, -4.22),(-15.10, 1.50, -3.58),00:00:00.0000326
1016,(-17.18, 1.08, -4.23),(-15.11, 1.50, -3.46),00:00:00.0000363
1017,(-17.25, 1.08, -4.23),(-15.11, 1.50, -3.40),00:00:00.0000137
1019,(-17.31, 1.08, -4.23),(-15.13, 1.52, -3.28),00:00:00.0000497
1020,(-17.38, 1.08, -4.24),(-15.13, 1.53, -3.22),00:00:00.0000152
1022,(-17.44, 1.08, -4.25),(-15.15, 1.54, -3.09),00:00:00.0000136
1023,(-17.51, 1.08, -4.25),(-15.16, 1.55, -3.03),00:00:00.0000141
