Time,PositionX,PositionZ,DeltaX,DeltaZ
0,0,-0,758,0,0
1,026163,0,-0,758,0,0
2,033347,0,-0,758,0,0
3,043711,0,9377918,0,5926797,0,9377918,1,35068
4,065468,0,9477365,0,6106516,0,009944737,0,01797193
5,081697,0,9477365,0,6106516,0,0
6,08634,0,9477365,0,6106516,0,0
7,106878,0,9477365,0,6106516,0,0
8,112207,0,9478163,0,6121241,7,975101E-05,0,001472533
9,113228,0,5520156,1,523108,-0,3958007,0,9109841
10,13313,0,5648466,1,706679,0,01283103,0,1835706
11,14422,0,5680722,1,715587,0,003225565,0,00890851
12,15142,0,5680722,1,715587,0,0
13,1562,0,5680722,1,715587,0,0
14,16148,0,5680722,1,715587,0,0
15,16166,0,5680722,1,715587,0,0
16,16414,0,5680722,1,715587,0,0
17,16784,0,5680722,1,715587,0,0
18,16796,0,5680722,1,715587,0,0
19,17162,0,5680722,1,715587,0,0
20,1724,0,5680722,1,715587,0,0
21,18377,1,196929,2,042712,0,6288573,0,3271251
22,18589,1,196929,2,042712,0,0
23,19285,1,499184,2,235307,0,3022541,0,1925948
24,22016,1,506281,2,231072,0,00709796,-0,004235506
25,24776,1,44982,2,150803,-0,05646181,-0,08026838
26,24977,1,44982,2,150803,0,0
27,25263,1,44982,2,150803,0,0
28,25504,0,7947502,2,007891,-0,6550695,-0,1429124
29,25868,0,7947502,2,007891,0,0
30,26431,0,7947502,2,007891,0,0
31,26866,0,7947502,2,007891,0,0
32,27124,0,7947502,2,007891,0,0
33,28479,0,7947502,2,007891,0,0
34,29041,0,7947502,2,007891,0,0
35,30239,1,332412,2,154518,0,5376623,0,1466272
36,30456,1,564271,2,146363,0,2318586,-0,008154869
37,30626,1,564271,2,146363,0,0
38,31165,1,564271,2,146363,0,0
39,32615,1,552312,1,980991,-0,01195896,-0,1653725
40,34544,1,552312,1,980991,0,0
41,34695,1,552312,1,980991,0,0
42,35242,1,552312,1,980991,0,0
43,35472,1,552312,1,980991,0,0
44,35837,1,552312,1,980991,0,0
45,36153,1,552312,1,980991,0,0
46,36528,1,552312,1,980991,0,0
47,36655,1,552312,1,980991,0,0
48,36884,1,552312,1,980991,0,0
49,38301,1,552312,1,980991,0,0
50,38475,1,552312,1,980991,0,0
51,38919,1,552312,1,980991,0,0
52,40358,1,552312,1,980991,0,0
53,42959,1,403355,1,759087,-0,1489573,-0,2219042
54,43023,1,491895,1,791471,0,08853996,0,03238487
55,43538,1,593791,1,82918,0,1018958,0,03770852
56,45272,1,593791,1,82918,0,0
57,45773,1,593791,1,82918,0,0
58,4592,1,593791,1,82918,0,0
59,46523,1,593791,1,82918,0,0
60,46675,1,593791,1,82918,0,0
61,46901,1,593791,1,82918,0,0
62,47954,1,486623,1,483168,-0,1071672,-0,3460116
63,49628,1,27476,1,597632,-0,2118629,0,1144632
64,50287,1,27476,1,597632,0,0
65,50723,1,27476,1,597632,0,0
66,51035,1,27476,1,597632,0,0
67,51408,1,27476,1,597632,0,0
68,51564,1,27476,1,597632,0,0
69,51808,1,27476,1,597632,0,0
70,52094,1,27476,1,597632,0,0
71,53728,1,516069,1,862429,0,2413085,0,2647973
72,56345,1,434676,1,830809,-0,081393,-0,03161967
73,56774,1,434676,1,830809,0,0
74,57465,1,434676,1,830809,0,0
75,58781,1,434676,1,830809,0,0
76,59234,1,434676,1,830809,0,0
77,60458,1,366136,1,97184,-0,0685395,0,1410303
78,6237,1,022122,1,962834,-0,3440142,-0,009005189
79,62798,1,022122,1,962834,0,0
80,63203,1,022122,1,962834,0,0
81,63589,1,022122,1,962834,0,0
82,63873,1,022122,1,96283
