Time,ObjectName,PositionX,PositionZ
17,23454,isOnTerrain_1,1,730317,1,144795
18,25915,isOnTerrain_1,2,069386,2,16642
19,27893,isOnTerrain_1,2,075465,2,162174
20,28759,isOnTerrain_1,2,075465,2,162174
20,28759,isOnTerrain_2,1,804348,1,206785
21,30182,isOnTerrain_1,2,075465,2,162174
21,30182,isOnTerrain_2,1,810875,1,80572
22,30555,isOnTerrain_1,2,075465,2,162174
22,30555,isOnTerrain_2,1,8228,1,796357
23,3323,isOnTerrain_1,2,075465,2,162174
23,3323,isOnTerrain_2,1,8228,1,796357
24,34745,isOnTerrain_1,2,075465,2,162174
24,34745,isOnTerrain_2,1,8228,1,796357
25,35356,isOnTerrain_1,2,075465,2,162174
25,35356,isOnTerrain_2,1,8228,1,796357
26,37305,isOnTerrain_1,2,075465,2,162174
26,37305,isOnTerrain_2,1,8228,1,796357
27,3818,isOnTerrain_1,2,0753,2,162198
27,3818,isOnTerrain_2,1,822485,1,79641
28,38839,isOnTerrain_1,2,075464,2,16214
28,38839,isOnTerrain_2,1,822461,1,79632
29,40384,isOnTerrain_1,2,075464,2,16214
29,40384,isOnTerrain_2,1,801318,1,755289
30,40671,isOnTerrain_1,2,075464,2,16214
30,40671,isOnTerrain_2,1,78867,1,747268
31,40899,isOnTerrain_1,2,075464,2,16214
31,40899,isOnTerrain_2,1,773041,1,735398
32,42466,isOnTerrain_1,2,075464,2,16214
32,42466,isOnTerrain_2,1,742879,1,679934
33,44971,isOnTerrain_1,2,075464,2,16214
33,44971,isOnTerrain_2,1,821311,1,790582
34,46563,isOnTerrain_1,2,075464,2,16214
34,46563,isOnTerrain_2,1,800814,1,776306
35,47878,isOnTerrain_1,2,075464,2,16214
35,47878,isOnTerrain_2,1,795929,1,761582
36,506,isOnTerrain_1,2,075464,2,16214
36,506,isOnTerrain_2,1,778222,1,726904
37,51702,isOnTerrain_1,2,075464,2,16214
37,51702,isOnTerrain_2,1,76212,1,710829
38,53243,isOnTerrain_1,2,075464,2,16214
38,53243,isOnTerrain_2,1,776936,1,730463
39,5551,isOnTerrain_1,2,056322,2,122904
39,5551,isOnTerrain_2,1,776936,1,730463
40,55612,isOnTerrain_1,2,064131,2,050696
40,55612,isOnTerrain_2,1,776936,1,730463
41,571,isOnTerrain_1,2,112593,2,042209
41,571,isOnTerrain_2,1,776936,1,730463
42,5712,isOnTerrain_1,2,109872,2,016987
42,5712,isOnTerrain_2,1,776936,1,730463
43,57133,isOnTerrain_1,2,072306,2,080256
43,57133,isOnTerrain_2,1,776936,1,730463
44,59863,isOnTerrain_1,2,105326,2,017996
44,59863,isOnTerrain_2,1,776936,1,730463
45,61332,isOnTerrain_1,2,111969,1,991856
45,61332,isOnTerrain_2,1,776936,1,730463
46,64067,isOnTerrain_1,2,100866,1,994838
46,64067,isOnTerrain_2,1,776936,1,730463
47,668,isOnTerrain_1,2,091789,1,924575
47,668,isOnTerrain_2,1,776936,1,730463
48,66868,isOnTerrain_1,2,110554,1,857285
48,66868,isOnTerrain_2,1,776936,1,730463
49,67099,isOnTerrain_1,2,087394,1,902348
49,67099,isOnTerrain_2,1,776936,1,730463
50,69743,isOnTerrain_1,2,085833,1,946731
50,69743,isOnTerrain_2,1,776936,1,730463
51,71091,isOnTerrain_1,2,09573,1,921906
51,71091,isOnTerrain_2,1,776936,1,730463
52,73775,isOnTerrain_1,2,119901,1,874228
52,73775,isOnTerrain_2,1,776936,1,730463
53,76444,isOnTerrain_1,2,09938,1,903887
53,76444,isOnTerrain_2,1,776936,1,730463
54,77686,isOnTerrain_1,2,103999,1,903538
54,77686,isOnTerrain_2,1,776936,1,730463
55,80383,isOnTerrain_1,2,131563,1,864497
55,80383,isOnTerrain_2,1,776936,1,730463
56,80431,isOnTerrain_1,2,151408,1,850764
56,80431,isOnTerrain_2,1,776936,1,730463
57,81735,isOnTerrain_1,2,186418,1,834993
57,81735,isOnTerrain_2,1,776936,1,730463
58,8223,isOnTerrain_1,2,17967,1,839626
58,8223,isOnTerrain_2,1,776936,1,730463
59,84319,isOnTerrain_1,2,173414,1,840052
59,84319,isOnTerrain_2,1,776936,1,730463
60,86835,isOnTerrain_1,2,1703,1,842118
60,86835,isOnTerrain_2,1,776936,1,730463
61,89438,isOnTerrain_1,2,1703,1,842118
61,89438,isOnTerrain_2,1,776936,1,730463
62,91505,isOnTerrain_1,2,1703,1,842118
62,91505,isOnTerrain_2,1,776936,1,730463
63,9228,isOnTerrain_1,2,1703,1,842118
63,9228,isOnTerrain_2,1,756996,1,696569
64,9377,isOnTerrain_1,2,1703,1,842118
64,9377,isOnTerrain_2,1,755803,1,657649
65,95478,isOnTerrain_1,2,1703,1,842118
65,95478,isOnTerrain_2,1,757337,1,604831
66,96795,isOnTerrain_1,2,1703,1,842118
66,96795,isOnTerrain_2,1,758466,1,573822
67,96897,isOnTerrain_1,2,1703,1,842118
67,96897,isOnTerrain_2,1,778824,1,572002
68,98335,isOnTerrain_1,2,1703,1,842118
68,98335,isOnTerrain_2,1,786435,1,610346
69,99615,isOnTerrain_1,2,1703,1,842118
69,99615,isOnTerrain_2,1,778231,1,592321
71,00923,isOnTerrain_1,2,1703,1,842118
71,00923,isOnTerrain_2,1,782079,1,587137
72,03503,isOnTerrain_1,2,1703,1,842118
72,03503,isOnTerrain_2,1,782079,1,587137
73,0498,isOnTerrain_1,2,1703,1,842118
73,0498,isOnTerrain_2,1,782079,1,587137
74,06249,isOnTerrain_1,2,1703,1,842118
74,06249,isOnTerrain_2,1,782079,1,587137
75,06757,isOnTerrain_1,2,1703,1,842118
75,06757,isOnTerrain_2,1,782079,1,587137
76,07854,isOnTerrain_1,2,1703,1,842118
76,07854,isOnTerrain_2,1,782079,1,587137
77,09106,isOnTerrain_1,2,1703,1,842118
77,09106,isOnTerrain_2,1,782079,1,587137
78,10512,isOnTerrain_1,2,1703,1,842118
78,10512,isOnTerrain_2,1,782079,1,587137
79,11941,isOnTerrain_1,2,1703,1,842118
79,11941,isOnTerrain_2,1,782079,1,587137
80,11989,isOnTerrain_1,2,1703,1,842118
80,11989,isOnTerrain_2,1,782079,1,587137
81,14516,isOnTerr
